site_id,stream_id,point_class,equipment_label,location_label,raw_archive,raw_member_name,raw_n_points,raw_first_timestamp,raw_last_timestamp,scenario_ids
BTS_A,01cb9323_87c5_46fa_a5eb_aaa67eece787,Supply_Air_Temperature_Setpoint,BTS_A Supply Fan 002,nan,Site_Aaa.zip,Site_Aaa/1931.pickle,154044.0,2021-01-01T00:00:04.173000+00:00,2023-12-31T23:58:01.509000+00:00,dev_day_mean_lookup_00055;train_day_mean_lookup_00051;train_day_mean_lookup_00052;train_day_mean_lookup_00053;train_relative_24h_mean_lookup_00051;train_relative_24h_mean_lookup_00052;train_relative_24h_mean_lookup_00053;train_relative_24h_mean_lookup_00056;train_window_mean_lookup_00016
BTS_A,01f02939_6d74_424c_8e15_db7cf63e5eff,Mode_Status,BTS_A Fcu 039,nan,Site_Aaa.zip,Site_Aaa/2001.pickle,153535.0,2021-01-01T00:03:08.142000+00:00,2023-12-31T23:50:21.330000+00:00,train_point_disambiguation_00004
BTS_A,020a430f_6e32_43ab_8514_86d862619776,Zone_Air_Temperature_Sensor,BTS_A Fcu 055,nan,Site_Aaa.zip,Site_Aaa/667.pickle,153660.0,2021-01-01T00:02:46.305000+00:00,2023-12-31T23:50:03.139000+00:00,dev_day_mean_lookup_00060;dev_relative_24h_mean_lookup_00060;train_day_mean_lookup_00059;train_relative_24h_mean_lookup_00059;train_window_mean_lookup_00019
BTS_A,020e385e_6894_4d0a_bd9f_153972adbc83,Frequency_Sensor,BTS_A Electrical Meter 070,nan,Site_Aaa.zip,Site_Aaa/3290.pickle,121604.0,2021-01-01T00:14:03.498000+00:00,2023-12-31T23:50:55.441000+00:00,dev_window_mean_lookup_00022
BTS_C,0210a232_b351_48a6_9087_9ce9b530e27f,Air_Flow_Sensor,BTS_C Vav 020,nan,Site_Caa.zip,Site_Caa/3416.pickle,184522.0,2020-05-22T00:17:38.358000+00:00,2024-01-18T01:11:24.296000+00:00,test_day_mean_lookup_00017;test_day_mean_lookup_00018;test_day_mean_lookup_00020;test_day_mean_lookup_00023;test_point_disambiguation_00041;test_relative_24h_mean_lookup_00018;test_relative_24h_mean_lookup_00019;test_relative_24h_mean_lookup_00021;test_relative_24h_mean_lookup_00023;test_timestamp_nearest_lookup_00053;test_timestamp_value_lookup_00053;test_window_mean_lookup_00006
BTS_B,021f5ffa_16bc_4efc_bedd_5eb04d8b3837,Air_Temperature_Sensor,BTS_B Fan Coil Unit 005,BTS_B Conference Room 011,Site_Baa.zip,Site_Baa/518.pickle,144203.0,2021-01-01T00:03:13.178000+00:00,2023-12-31T23:52:00.948000+00:00,dev_relative_24h_mean_lookup_00028;dev_window_mean_lookup_00007;train_day_mean_lookup_00025;train_day_mean_lookup_00026;train_day_mean_lookup_00027;train_day_mean_lookup_00029;train_point_disambiguation_00002;train_quality_gate_00032;train_quality_gate_00033;train_quality_gate_00035;train_quality_gate_00038;train_quality_gate_00039;train_quality_gate_00040;train_quality_gate_00042;train_quality_gate_00043;train_quality_gate_00044;train_quality_gate_00045;train_relative_24h_mean_lookup_00025;train_relative_24h_mean_lookup_00026;train_relative_24h_mean_lookup_00027;train_timestamp_nearest_lookup_00007;train_timestamp_value_lookup_00007
BTS_C,0243c37b_1712_406f_b97e_987e22fb1c57,Peak_Power_Demand_Sensor,BTS_C Electrical Meter 007,nan,Site_Caa.zip,Site_Caa/1555.pickle,326146.0,2020-11-18T23:56:44.508000+00:00,2024-01-18T18:16:47.354000+00:00,test_day_mean_lookup_00031;test_day_mean_lookup_00033;test_relative_24h_mean_lookup_00031;test_relative_24h_mean_lookup_00032;test_window_mean_lookup_00009
BTS_A,0245d2db_5280_46b2_bfaa_9b75aeeaec5e,Room_Air_Temperature_Setpoint,BTS_A Fcu 012,nan,Site_Aaa.zip,Site_Aaa/3998.pickle,153634.0,2021-01-01T00:02:49.450000+00:00,2023-12-31T23:50:05.812000+00:00,train_window_mean_lookup_00024
BTS_B,0261b604_b2fc_4e20_931d_6f3122c2971c,Filter_Differential_Pressure_Sensor,BTS_B Cooling Valve 011,nan,Site_Baa.zip,Site_Baa/541.pickle,143145.0,2021-01-01T00:03:17.779000+00:00,2023-12-31T23:52:08.107000+00:00,dev_day_mean_lookup_00035;dev_relative_24h_mean_lookup_00035;train_day_mean_lookup_00036;train_day_mean_lookup_00037;train_day_mean_lookup_00038;train_relative_24h_mean_lookup_00036;train_relative_24h_mean_lookup_00037;train_relative_24h_mean_lookup_00038;train_timestamp_nearest_lookup_00041;train_timestamp_value_lookup_00041;train_window_mean_lookup_00010;train_window_pairwise_compare_00018
BTS_A,02f7aea2_2009_4006_aabc_4ec47fa2e5c2,Filter_Differential_Pressure_Sensor,BTS_A Air Handler Unit 002,nan,Site_Aaa.zip,Site_Aaa/721.pickle,153919.0,2021-01-01T00:00:29.848000+00:00,2023-12-31T23:58:23.196000+00:00,train_window_mean_lookup_00028
BTS_A,02fb9199_5444_4d5d_95ad_aa1d0df075f1,Room_Air_Temperature_Setpoint,BTS_A Room 192,nan,Site_Aaa.zip,Site_Aaa/2717.pickle,153855.0,2021-01-01T00:01:27.409000+00:00,2023-12-31T23:59:08.095000+00:00,train_window_mean_lookup_00031
BTS_B,030e72f4_4e97_47a9_bd7e_6a1433a76528,Position_Sensor,BTS_B Heating Valve 016,nan,Site_Baa.zip,Site_Baa/323.pickle,145147.0,2021-01-01T00:03:09.133000+00:00,2023-12-31T23:51:54.719000+00:00,dev_day_mean_lookup_00050;dev_point_disambiguation_00037;dev_relative_24h_mean_lookup_00050;dev_window_mean_lookup_00014;train_day_mean_lookup_00046;train_day_mean_lookup_00048;train_day_mean_lookup_00049;train_relative_24h_mean_lookup_00046;train_relative_24h_mean_lookup_00048;train_relative_24h_mean_lookup_00049;train_window_pairwise_compare_00045
BTS_C,03446404_9f9d_4954_9c03_9b933b7c4741,Outside_Air_Humidity_Sensor,BTS_C Zone 005,nan,Site_Caa.zip,Site_Caa/5241.pickle,199657.0,2020-05-22T00:17:43.531000+00:00,2024-01-18T10:01:21.186000+00:00,test_window_mean_lookup_00012
BTS_A,035bcca0_ca7c_4453_95e2_d682eb184632,Frequency_Sensor,BTS_A Electrical Meter 025,nan,Site_Aaa.zip,Site_Aaa/8344.pickle,113237.0,2021-01-01T00:14:07.225000+00:00,2023-12-31T23:50:58.519000+00:00,train_window_mean_lookup_00033
BTS_A,037a4fda_cd15_428e_be78_e9fa1f5f70e7,Mode_Status,BTS_A Fcu 082,nan,Site_Aaa.zip,Site_Aaa/4952.pickle,153012.0,2021-01-01T00:03:15.135000+00:00,2023-12-31T23:50:26.938000+00:00,dev_point_disambiguation_00007
BTS_A,038e370e_4f9e_4198_9836_832e63db1205,Mode_Status,BTS_A Exhaust Fan 085,nan,Site_Aaa.zip,Site_Aaa/3925.pickle,154331.0,2021-01-01T00:09:41.713000+00:00,2023-12-31T23:57:40.808000+00:00,train_point_disambiguation_00010
BTS_B,03a31202_d278_4d7a_b565_fa0427a57822,Cooling_Temperature_Setpoint,BTS_B Air Handler Unit 003,BTS_B Building 001,Site_Baa.zip,Site_Baa/375.pickle,145022.0,2021-01-01T00:03:10.433000+00:00,2023-12-31T23:51:56.829000+00:00,dev_relative_24h_mean_lookup_00055;train_day_mean_lookup_00054;train_day_mean_lookup_00056;train_day_mean_lookup_00057;train_day_mean_lookup_00058;train_relative_24h_mean_lookup_00054;train_relative_24h_mean_lookup_00057;train_relative_24h_mean_lookup_00058;train_timestamp_nearest_lookup_00017;train_timestamp_value_lookup_00017;train_window_mean_lookup_00017
BTS_A,03c191dd_3af8_4d9f_b34d_61860824d36f,Room_Air_Temperature_Setpoint,BTS_A Room 236,nan,Site_Aaa.zip,Site_Aaa/2532.pickle,153850.0,2021-01-01T00:01:22.282000+00:00,2023-12-31T23:59:02.937000+00:00,dev_window_mean_lookup_00035
BTS_B,03d25283_5abe_4120_b184_903bc77109c0,Outside_Air_Humidity_Sensor,BTS_B Weather Station 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/714.pickle,144638.0,2021-01-01T00:03:11.500000+00:00,2023-12-31T23:51:58.546000+00:00,train_window_mean_lookup_00020
BTS_C,03e4ed36_9980_44ea_aeef_44e12d22f29b,Motor_Speed_Sensor,BTS_C Terminal Unit 005,nan,Site_Caa.zip,Site_Caa/682.pickle,106336.0,2020-05-29T00:44:23.687000+00:00,2024-01-18T01:31:44.559000+00:00,test_window_mean_lookup_00015
BTS_A,03e5f422_b8cf_4bc5_88fe_475f72080c7f,Room_Air_Temperature_Setpoint,BTS_A Fcu 013,nan,Site_Aaa.zip,Site_Aaa/2450.pickle,153684.0,2021-01-01T00:02:32.657000+00:00,2023-12-31T23:59:57.598000+00:00,train_window_mean_lookup_00037
BTS_A,03ed525c_3669_404b_bce3_657dfdc13233,Zone_Air_Temperature_Sensor,BTS_A Fcu 091,nan,Site_Aaa.zip,Site_Aaa/3168.pickle,154044.0,2021-01-01T00:00:01.702000+00:00,2023-12-31T23:57:59.452000+00:00,train_window_mean_lookup_00039
BTS_B,03f84d72_615b_4b71_840c_41c2a5015d76,Air_Temperature_Sensor,BTS_B Fan Coil Unit 007,BTS_B Conference Room 008,Site_Baa.zip,Site_Baa/104.pickle,143380.0,2021-01-01T00:03:16.163000+00:00,2023-12-31T23:52:05.566000+00:00,train_point_disambiguation_00005;train_quality_gate_00046;train_quality_gate_00047;train_quality_gate_00048;train_timestamp_nearest_lookup_00008;train_timestamp_value_lookup_00008;train_window_mean_lookup_00023
BTS_B,03fc6876_5d4b_4fe8_9d08_7599f9b1a3df,Temperature_Setpoint,BTS_B Air Handler Unit 005,BTS_B Building 001,Site_Baa.zip,Site_Baa/265.pickle,144016.0,2021-01-01T00:03:13.716000+00:00,2023-12-31T23:52:01.772000+00:00,train_window_mean_lookup_00027
BTS_A,042f3da9_ff2c_4149_815c_fb7e75f391c7,Supply_Air_Temperature_Sensor,BTS_A Fcu 035,nan,Site_Aaa.zip,Site_Aaa/3801.pickle,153940.0,2021-01-01T00:00:21.928000+00:00,2023-12-31T23:58:16.328000+00:00,train_window_mean_lookup_00040
BTS_A,0449178f_6c7a_44cd_98d6_b02a4c49899f,Static_Pressure_Sensor,BTS_A Exhaust Fan 034,nan,Site_Aaa.zip,Site_Aaa/3811.pickle,153912.0,2021-01-01T00:01:10.422000+00:00,2023-12-31T23:58:52.616000+00:00,train_window_mean_lookup_00042
BTS_A,044e3c2d_430d_429f_a199_1e55dcd34fe9,Static_Pressure_Sensor,BTS_A Exhaust Fan 049,nan,Site_Aaa.zip,Site_Aaa/7070.pickle,153944.0,2021-01-01T00:00:19.263000+00:00,2023-12-31T23:58:14.209000+00:00,dev_window_mean_lookup_00044
BTS_C,048b5090_59a9_46b0_afd7_350d2ea97361,Electrical_Power_Sensor,BTS_C Supply Fan 016,nan,Site_Caa.zip,Site_Caa/2382.pickle,182893.0,2020-05-22T00:16:30.375000+00:00,2024-01-18T08:11:13.132000+00:00,test_window_mean_lookup_00018
BTS_A,048ca2ce_7494_4828_8d57_fdcf9c601fd3,Air_Flow_Sensor,BTS_A Exhaust Fan 034,nan,Site_Aaa.zip,Site_Aaa/939.pickle,153900.0,2021-01-01T00:01:10.271000+00:00,2023-12-31T23:58:52.493000+00:00,dev_quality_gate_00010;dev_quality_gate_00016;train_quality_gate_00003;train_quality_gate_00011;train_quality_gate_00012;train_quality_gate_00014;train_quality_gate_00015;train_quality_gate_00017;train_timestamp_nearest_lookup_00002;train_timestamp_value_lookup_00002;train_window_mean_lookup_00046
BTS_A,0496b1a8_a4a5_4a75_94b4_d6e703525a11,Frequency_Sensor,BTS_A Fcu 072,nan,Site_Aaa.zip,Site_Aaa/7964.pickle,153744.0,2021-01-01T00:02:04.123000+00:00,2023-12-31T23:59:36.815000+00:00,dev_window_mean_lookup_00049
BTS_A,04f9b478_b06a_4624_8b01_aec7e45743f3,Mode_Status,BTS_A Fcu 013,nan,Site_Aaa.zip,Site_Aaa/3179.pickle,153648.0,2021-01-01T00:02:32.832000+00:00,2023-12-31T23:59:57.694000+00:00,train_point_disambiguation_00013
BTS_A,04fde131_b76a_434e_80a2_dfea064e9096,Air_Flow_Sensor,BTS_A Exhaust Fan 048,nan,Site_Aaa.zip,Site_Aaa/5264.pickle,153905.0,2021-01-01T00:01:09.860000+00:00,2023-12-31T23:58:52.159000+00:00,dev_quality_gate_00005;dev_quality_gate_00020;train_quality_gate_00018;train_quality_gate_00019;train_timestamp_nearest_lookup_00003;train_timestamp_value_lookup_00003;train_window_mean_lookup_00051
BTS_A,05009b38_de08_470d_8258_f2bf46b5d2fb,Air_Flow_Setpoint,BTS_A Damper 034,nan,Site_Aaa.zip,Site_Aaa/4114.pickle,153996.0,2021-01-01T00:00:07.669000+00:00,2023-12-31T23:58:04.481000+00:00,train_window_mean_lookup_00053
BTS_A,05515692_1db9_455e_90a1_db33f058c2f2,Mode_Status,BTS_A Damper 119,nan,Site_Aaa.zip,Site_Aaa/5752.pickle,153702.0,2021-01-01T00:02:14.675000+00:00,2023-12-31T23:59:45.692000+00:00,train_point_disambiguation_00015
BTS_B,05b18e56_48a1_4849_b3c0_693beb43bd53,Room_Air_Temperature_Setpoint,BTS_B Fan Coil Unit 004,BTS_B Conference Room 003,Site_Baa.zip,Site_Baa/62.pickle,143551.0,2021-01-01T00:03:15.526000+00:00,2023-12-31T23:52:04.610000+00:00,dev_window_mean_lookup_00030
BTS_B,0653ab33_0059_4e34_a822_d9ed02a6a26a,Room_Air_Temperature_Setpoint,BTS_B Shared Space 001,nan,Site_Baa.zip,Site_Baa/549.pickle,143014.0,2021-01-01T00:03:17.875000+00:00,2023-12-31T23:52:08.265000+00:00,train_window_mean_lookup_00032
BTS_A,0676c280_c604_4c9c_a731_b1c54f6171fe,Air_Flow_Sensor,BTS_A Damper 044,nan,Site_Aaa.zip,Site_Aaa/8325.pickle,153922.0,2021-01-01T00:00:28.359000+00:00,2023-12-31T23:58:21.826000+00:00,dev_quality_gate_00022;train_quality_gate_00007;train_quality_gate_00021;train_timestamp_nearest_lookup_00004;train_timestamp_value_lookup_00004
BTS_C,0682dadf_91ef_4851_ad56_8212a93c09be,Electrical_Energy_Sensor,BTS_C Electrical Meter 042,nan,Site_Caa.zip,Site_Caa/3952.pickle,501643.0,2020-05-20T22:38:34.978000+00:00,2024-01-18T12:40:29.354000+00:00,test_point_disambiguation_00003
BTS_A,06939996_2fee_40b8_869f_10f226ade91c,Mode_Status,BTS_A Damper 006,nan,Site_Aaa.zip,Site_Aaa/4476.pickle,153707.0,2021-01-01T00:02:16.002000+00:00,2023-12-31T23:59:46.794000+00:00,train_point_disambiguation_00017
BTS_A,06c53a52_e6a1_4847_be90_66b96e8a3894,Air_Flow_Sensor,BTS_A Damper 005,nan,Site_Aaa.zip,Site_Aaa/4832.pickle,153930.0,2021-01-01T00:00:28.281000+00:00,2023-12-31T23:58:21.754000+00:00,dev_timestamp_nearest_lookup_00005;dev_timestamp_value_lookup_00005;train_quality_gate_00009
BTS_A,071042d9_0662_4fd6_956f_d2a352c2bd15,Air_Flow_Sensor,BTS_A Damper 009,nan,Site_Aaa.zip,Site_Aaa/867.pickle,153662.0,2021-01-01T00:02:21.393000+00:00,2023-12-31T23:59:51.123000+00:00,dev_quality_gate_00023;train_quality_gate_00024
BTS_C,0770f535_3828_4b36_b538_07f636c324b6,Frequency_Sensor,BTS_C Electrical Meter 007,nan,Site_Caa.zip,Site_Caa/996.pickle,326129.0,2020-11-18T23:56:44.381000+00:00,2024-01-18T18:16:46.762000+00:00,test_window_mean_lookup_00021
BTS_A,085a38f8_14c8_4118_a85b_77c5b229ea39,Air_Flow_Sensor,BTS_A Fume Hood 013,BTS_A Room 304,Site_Aaa.zip,Site_Aaa/5678.pickle,153872.0,2021-01-01T00:01:16.568000+00:00,2023-12-31T23:58:57.408000+00:00,dev_quality_gate_00026;train_quality_gate_00025
BTS_C,08b1d726_777e_442d_aa44_ca7599a249a8,Frequency_Sensor,BTS_C Electrical Storage Meter 003,nan,Site_Caa.zip,Site_Caa/1715.pickle,1057552.0,2020-05-20T22:38:52.286000+00:00,2024-01-18T19:47:24.246000+00:00,test_window_mean_lookup_00025
BTS_B,08cb745e_9ebd_4f6f_8410_01053aa8f8d6,Min_Discharge_Air_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 005,BTS_B Conference Room 011,Site_Baa.zip,Site_Baa/516.pickle,144202.0,2021-01-01T00:03:13.156000+00:00,2023-12-31T23:52:00.915000+00:00,train_window_mean_lookup_00034
BTS_A,08fc205a_c3f8_4fcc_83c6_6c4246dcc742,Mode_Status,BTS_A Room 099,nan,Site_Aaa.zip,Site_Aaa/1888.pickle,153927.0,2021-01-01T00:00:46.387000+00:00,2023-12-31T23:58:37.481000+00:00,dev_point_disambiguation_00019
BTS_A,09826b1b_e5cf_4c8d_8c11_46a0f1367df9,Mode_Status,BTS_A Fcu 109,nan,Site_Aaa.zip,Site_Aaa/5791.pickle,153960.0,2021-01-01T00:00:19.914000+00:00,2023-12-31T23:58:14.684000+00:00,train_point_disambiguation_00021
BTS_B,09a1a9e0_ddaf_4765_96a2_484537d19e7d,Temperature_Setpoint,BTS_B Fan Coil Unit 010,BTS_B Conference Room 006,Site_Baa.zip,Site_Baa/109.pickle,143366.0,2021-01-01T00:03:16.231000+00:00,2023-12-31T23:52:05.672000+00:00,train_window_mean_lookup_00036
BTS_A,09c508b8_7a39_4043_b683_c2d3dacd76d4,Mode_Status,BTS_A Exhaust Fan 059,nan,Site_Aaa.zip,Site_Aaa/6753.pickle,154339.0,2021-01-01T00:09:40.863000+00:00,2023-12-31T23:57:40.062000+00:00,train_point_disambiguation_00023
BTS_A,09d01b6e_291a_4d45_a067_df6d72b7eb14,Mode_Status,BTS_A Damper 073,nan,Site_Aaa.zip,Site_Aaa/2422.pickle,153675.0,2021-01-01T00:02:18.798000+00:00,2023-12-31T23:59:49.057000+00:00,train_point_disambiguation_00025
BTS_B,09d686a2_134c_4904_b4c4_8ce3ce582169,Air_Temperature_Sensor,BTS_B Air Handler Unit 002,BTS_B Building 001,Site_Baa.zip,Site_Baa/256.pickle,144040.0,2021-01-01T00:03:13.600000+00:00,2023-12-31T23:52:01.596000+00:00,train_point_disambiguation_00008;train_quality_gate_00031;train_quality_gate_00049;train_quality_gate_00050;train_timestamp_nearest_lookup_00009;train_timestamp_value_lookup_00009;train_window_mean_lookup_00038
BTS_A,0a29f8ba_d7a0_4d6b_8b87_94b1bec8eb3c,Air_Flow_Sensor,BTS_A Fume Hood 001,BTS_A Room 205,Site_Aaa.zip,Site_Aaa/3264.pickle,153865.0,2021-01-01T00:01:16.450000+00:00,2023-12-31T23:58:57.299000+00:00,dev_quality_gate_00013
BTS_A,0a38ec67_03e4_44a4_b824_c6acba65077c,Mode_Status,BTS_A Fcu 052,nan,Site_Aaa.zip,Site_Aaa/272.pickle,153569.0,2021-01-01T00:03:06.931000+00:00,2023-12-31T23:50:20.283000+00:00,train_point_disambiguation_00027
BTS_C,0a7e26f7_4465_4700_9001_c0ead8dec2cf,Time_Parameter,BTS_C Location 020,nan,Site_Caa.zip,Site_Caa/1865.pickle,175231.0,2020-05-22T00:23:12.327000+00:00,2024-01-18T03:21:30.633000+00:00,test_point_disambiguation_00060
BTS_B,0ab05234_ccb7_458f_8d73_dd1fab6088ed,System_Status,BTS_B Air Handler Unit 005,BTS_B Building 001,Site_Baa.zip,Site_Baa/298.pickle,143808.0,2021-01-01T00:03:14.128000+00:00,2023-12-31T23:52:02.407000+00:00,train_point_disambiguation_00055
BTS_C,0ab16082_90f1_49c7_82c2_95f145ddc478,Electrical_Energy_Sensor,BTS_C Electrical Meter 061,nan,Site_Caa.zip,Site_Caa/4496.pickle,332025.0,2020-11-18T01:12:40.210000+00:00,2024-01-18T17:26:25.681000+00:00,test_point_disambiguation_00006
BTS_A,0ab33c00_8502_402d_9b9d_c3ed434c78be,Mode_Status,BTS_A Damper 113,nan,Site_Aaa.zip,Site_Aaa/6601.pickle,154021.0,2021-01-01T00:00:07.712000+00:00,2023-12-31T23:58:04.515000+00:00,dev_point_disambiguation_00029
BTS_B,0ace4d2f_11d3_49f0_a61a_2f839ae3208e,Temperature_Setpoint,BTS_B Fan Coil Unit 007,BTS_B Conference Room 008,Site_Baa.zip,Site_Baa/87.pickle,143426.0,2021-01-01T00:03:15.929000+00:00,2023-12-31T23:52:05.179000+00:00,train_window_mean_lookup_00041
BTS_A,0b0e938c_d678_4e7c_b695_154fe2de427f,Air_Flow_Sensor,BTS_A Exhaust Fan 001,nan,Site_Aaa.zip,Site_Aaa/5081.pickle,153900.0,2021-01-01T00:01:07.211000+00:00,2023-12-31T23:58:49.975000+00:00,dev_quality_gate_00028;train_quality_gate_00027
BTS_B,0b1d848c_0845_4295_80d0_e5fa8b33dfdc,Min_Discharge_Air_Temperature_Setpoint_Limit,BTS_B Air Handler Unit 005,BTS_B Building 001,Site_Baa.zip,Site_Baa/287.pickle,144047.0,2021-01-01T00:03:14+00:00,2023-12-31T23:52:02.204000+00:00,train_window_mean_lookup_00043
BTS_A,0b62ca90_6ea9_490e_b227_ef21430a1aaa,Air_Flow_Sensor,BTS_A Exhaust Fan 074,nan,Site_Aaa.zip,Site_Aaa/753.pickle,153913.0,2021-01-01T00:01:09.486000+00:00,2023-12-31T23:58:51.849000+00:00,dev_timestamp_nearest_lookup_00006;dev_timestamp_value_lookup_00006
BTS_C,0ba6d635_0649_45ef_8a79_ca7b7d9b5b9c,Demand_Sensor,BTS_C Electrical Meter 011,nan,Site_Caa.zip,Site_Caa/3678.pickle,329142.0,2020-11-18T23:53:49.054000+00:00,2024-01-18T17:56:40.480000+00:00,test_window_mean_lookup_00026
BTS_A,0c1713c5_523d_4569_a184_358151a1aba4,Air_Flow_Sensor,BTS_A Damper 022,nan,Site_Aaa.zip,Site_Aaa/5182.pickle,153668.0,2021-01-01T00:02:19.997000+00:00,2023-12-31T23:59:50.011000+00:00,train_quality_gate_00029
BTS_C,0c6f9c85_2600_495b_a539_6aefafeac0e1,Electrical_Energy_Sensor,BTS_C Electrical Generation Meter 001,nan,Site_Caa.zip,Site_Caa/344.pickle,455113.0,2020-05-20T22:38:33.163000+00:00,2024-01-18T12:15:27.224000+00:00,test_point_disambiguation_00009
