,StreamID,Brick,count,first_t,last_t,mean,std,nUnique,min,q1,median,q3,max
77,eb0fc380_2ad7_42f0_9e9e_804496db4d3a,Time_Parameter,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,624968e0_bab8_4b2e_84e5_93a000d03ae3,Mode_Status,145710,2021-01-01T00:08:02.207Z,2023-12-31T23:52:26.422Z,0.2893418433875506,0.4534568789340887,2.0,0.0,0.0,0.0,1.0,1.0
79,23d6fa34_c82d_4c6a_bcce_7d40ac9e990c,Mode_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,5a990d12_b1a1_4245_bee3_6c85aaaf4512,Damper_Position_Command,145712,2021-01-01T00:08:02.282Z,2023-12-31T23:52:26.438Z,0.11612633139343362,0.3203763514220987,2.0,0.0,0.0,0.0,0.0,1.0
81,90edc8fc_7e29_44c1_90e4_4003345d1ea2,Air_Flow_Sensor,145691,2021-01-01T00:08:02.356Z,2023-12-31T23:52:26.452Z,207.1919336129205,60.74279964445382,2.0,0.0,225.0,225.0,225.0,225.0
82,2349f80d_b0fb_4856_bbaa_cbb1f18ac88c,Damper_Position_Command,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,514822a5_8614_4c70_9350_949b31e9ad01,Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,82676f5e_b590_4193_acad_cfd2c90defa0,Damper_Position_Command,145701,2021-01-01T00:08:02.428Z,2023-12-31T23:52:26.466Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,19d8794d_f6ea_4a08_aae8_6385eb6eeb33,Air_Flow_Sensor,145692,2021-01-01T00:08:02.503Z,2023-12-31T23:52:26.481Z,207.19360019767728,60.74020152750937,2.0,0.0,225.0,225.0,225.0,225.0
86,46a4303f_ce64_4e42_8f09_aac0fc810e12,Damper_Position_Command,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8bf4d3d6_88a7_41cf_b6bc_c3eb038e5f31,Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,af0e7692_3f60_474f_a64c_4813d2e862d2,Emergency_Push_Button_Status,145695,2021-01-01T00:08:02.579Z,2023-12-31T23:52:26.496Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,08cea76d_2088_457c_aa26_36cbdc5b0e7f,Emergency_Push_Button_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,75a7dfdd_cac6_4d64_805c_d90ae708cb68,Operating_Mode_Status,146698,2021-01-01T00:08:02.653Z,2023-12-31T23:52:26.511Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91,3d311c56_b319_4e3c_935b_3b4226719e29,Mode_Status,145686,2021-01-01T00:08:02.732Z,2023-12-31T23:52:26.527Z,0.1170325219993685,0.32145903439448686,2.0,0.0,0.0,0.0,0.0,1.0
92,8c71e97c_1289_4f29_96d3_738e9af29ff4,Mode_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,db109934_8711_4d24_868e_2a8cd670083d,Mode_Status,146697,2021-01-01T00:08:02.809Z,2023-12-31T23:52:26.541Z,0.9214026190037969,0.2691093322364365,2.0,0.0,1.0,1.0,1.0,1.0
94,072fb658_4608_4c9b_9aa0_b6f1f34f5339,Discharge_Air_Flow_Sensor,145832,2021-01-01T00:08:02.884Z,2023-12-31T23:52:26.555Z,-48.80260058149103,99.84255501444699,225.0,-240.952,-150.0,0.0,5.664,311.52
95,d500029d_02b2_47f6_9134_fd6beabe92d3,Discharge_Air_Flow_Setpoint,145698,2021-01-01T00:08:02.964Z,2023-12-31T23:52:26.571Z,-46.043185218740135,13.497568516210492,2.0,-50.0,-50.0,-50.0,-50.0,0.0
96,fb0e2912_0b4f_43b8_9a8c_2f6dc6953c7c,Discharge_Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,48e88c2b_c395_487f_b16d_11b4f9206369,Discharge_Air_Flow_Setpoint,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,ae65ce23_6ae8_49a4_a706_def6a0c9bcde,Damper_Position_Command,145693,2021-01-01T00:08:03.044Z,2023-12-31T23:52:26.585Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,c9d96c5b_767b_44f8_89ba_ce54b6149798,Air_Flow_Sensor,145705,2021-01-01T00:08:03.118Z,2023-12-31T23:52:26.601Z,138.1301259393981,40.491816443273265,2.0,0.0,150.0,150.0,150.0,150.0
100,707b98a1_acfa_453f_95dd_995a99470fdf,Status,145696,2021-01-01T00:08:03.192Z,2023-12-31T23:52:26.619Z,6.863606413353833e-06,0.00261983955696925,2.0,0.0,0.0,0.0,0.0,1.0
101,595e12c8_4ef7_4cd1_ab09_3be053a6bb65,Enable_Status,145701,2021-01-01T00:08:03.484Z,2023-12-31T23:52:26.679Z,14.417027309352717,4.226321756769301,4.0,0.0,15.656,15.656,15.656,19.576
102,8c945587_f718_4456_8d0c_0aaa19cdd0c0,Position_Sensor,104838,2021-09-16T05:53:26.668Z,2023-12-31T23:52:26.634Z,1.999990461473893,0.0030884357081645162,2.0,1.0,2.0,2.0,2.0,2.0
103,04d322fc_9f8e_4915_bd03_c75153fa75ea,Position_Sensor,145704,2021-01-01T00:08:03.338Z,2023-12-31T23:52:26.649Z,14.416903091198597,4.226425142531224,3.0,0.0,15.656,15.656,15.656,15.656
104,c2edbc39_52c3_43e8_8fe4_40b1a983ee87,Point,146174,2021-01-05T11:18:01.847Z,2023-12-31T23:52:26.663Z,1.375921846566421,1.1491429873350878,4.0,0.0,0.0,1.0,2.0,3.0
105,e2563f72_5867_46ae_a768_e23df6076d0e,Damper_Position_Command,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,70bd7113_2838_496d_980d_d62406f7647e,Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,6ad98203_6d71_408b_9764_87c9974650bb,Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,22307761_0aba_439d_a014_955519223e3b,Enable_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,aa8154a3_d7e5_495b_848b_4e4ac912d965,Position_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,6c964e5f_14f7_4d16_844d_975cd3460f80,Position_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,98d408bc_e790_45f8_8ade_cae151669c51,Point,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,de17efc7_0876_48ed_97c9_41db28dbef6f,Damper_Position_Command,145700,2021-01-01T00:08:03.558Z,2023-12-31T23:52:26.698Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,38f3c041_b88d_489f_b175_214713be2a83,Air_Flow_Sensor,145699,2021-01-01T00:08:03.632Z,2023-12-31T23:52:26.713Z,138.12963712860073,40.492578530036766,2.0,0.0,150.0,150.0,150.0,150.0
114,64a7abeb_3aae_4753_868f_2fced912805d,Status,145700,2021-01-01T00:08:03.705Z,2023-12-31T23:52:26.729Z,6.863417982155113e-06,0.0026198035948614006,2.0,0.0,0.0,0.0,0.0,1.0
115,932bb3c4_0924_48fb_b7eb_c61e2b5ee3fe,Enable_Status,145694,2021-01-01T00:08:03.997Z,2023-12-31T23:52:26.788Z,15.147184232706907,4.440476375827267,3.0,0.0,16.4489,16.4489,16.4489,20.0889
116,5021811f_acb7_4412_9912_d1a1c7862ff2,Position_Sensor,104838,2021-09-16T05:53:27.178Z,2023-12-31T23:52:26.744Z,1.999990461473893,0.0030884357081645162,2.0,1.0,2.0,2.0,2.0,2.0
117,a1d3ea84_8d1d_4728_a79c_4159b96cd26e,Position_Sensor,145696,2021-01-01T00:08:03.851Z,2023-12-31T23:52:26.757Z,15.146951320557877,4.440782956796525,2.0,0.0,16.4489,16.4489,16.4489,16.4489
118,f18cd488_4929_46ff_9248_3aae86b6494b,Point,146223,2021-01-05T03:18:06.427Z,2023-12-31T23:52:26.773Z,1.3744144218077867,1.1481896695570362,4.0,0.0,0.0,1.0,2.0,3.0
119,757e5ade_9743_4dc3_ba7e_1e724d4ee8ce,Damper_Position_Command,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,ba10e594_1fd0_4587_8a94_6dd03dc0be02,Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,39be74cb_d581_426f_ade9_33cfdee36c1e,Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,b43dc59b_ef77_4805_92f1_537013e72238,Enable_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,fec4ea9b_0da3_488b_8d7e_869cd82c32bb,Position_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,a17fae9d_68c5_47d0_8bb4_d4fd8b647e7a,Position_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,d834dc26_3e1a_411f_bc56_d700e910d86c,Point,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,cf21a034_213a_4699_b913_647d2a7eda41,Damper_Position_Command,145694,2021-01-01T00:08:04.070Z,2023-12-31T23:52:26.804Z,0.1169368676815792,0.3213450429964651,2.0,0.0,0.0,0.0,0.0,1.0
127,ee4eeff2_fcfa_4c12_80c5_c97c32903f05,Air_Flow_Sensor,145698,2021-01-01T00:08:04.144Z,2023-12-31T23:52:26.819Z,138.1295556562204,40.492705548631484,2.0,0.0,150.0,150.0,150.0,150.0
128,d3c7eb36_c689_42d5_bc89_0db5f6f14766,Status,145696,2021-01-01T00:08:04.217Z,2023-12-31T23:52:26.835Z,0.11691467164506919,0.32131858209446096,2.0,0.0,0.0,0.0,0.0,1.0
129,146180ab_d801_48ee_97b3_61af60342850,Enable_Status,145704,2021-01-01T00:08:04.509Z,2023-12-31T23:52:26.992Z,22.91831318289135,6.7185248692142965,4.0,0.0,24.896,24.896,24.896,24.896
130,357d8d46_7a92_47ab_8017_20f83a8fe407,Position_Sensor,104837,2021-09-16T05:53:27.686Z,2023-12-31T23:52:26.850Z,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
131,2f790a97_3f4d_4b36_93b6_b46450644312,Position_Sensor,145705,2021-01-01T00:08:04.362Z,2023-12-31T23:52:26.864Z,22.91797541608044,6.719020024603226,3.0,0.0,24.896,24.896,24.896,24.896
132,3132dd4c_8316_4c95_8bf9_9b86f98ab35f,Point,145829,2021-01-01T00:08:04.435Z,2023-12-31T23:52:26.981Z,1.3738899670161628,1.150253905295039,4.0,0.0,0.0,1.0,2.0,3.0
133,2e0f5d2a_5f93_4645_91b8_2e3b0dd407ac,Damper_Position_Command,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,5f3307c8_f516_4145_b5e9_d250a4b1c433,Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,086d91be_dc28_48fc_b66f_e75e93252e81,Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1d1532c0_4e39_4dcd_85e8_069156a66d75,Enable_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,68389cbe_d5c3_4144_a943_7138524d89fd,Position_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,afb25df6_c11f_4574_a78a_e71f7efdf310,Position_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,6b668e99_00a6_4487_8ee5_27b34e5a2759,Point,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,7735d958_2493_4129_b2f0_f1beb6d5fd02,Time_Parameter,146686,2021-01-01T00:08:04.582Z,2023-12-31T23:52:27.004Z,0.28798249321680325,0.45282289785018276,2.0,0.0,0.0,0.0,1.0,1.0
141,294b290a_9f42_4ce9_bea8_694cde374239,Mode_Command,146688,2021-01-01T00:08:04.654Z,2023-12-31T23:52:27.015Z,0.9213909794938918,0.26912755786276976,2.0,0.0,1.0,1.0,1.0,1.0
142,bba4dd24_20aa_4a96_8311_cf190500470a,Mode_Status,145682,2021-01-01T00:08:04.725Z,2023-12-31T23:52:27.026Z,0.2893013550061092,0.453438067433402,2.0,0.0,0.0,0.0,1.0,1.0
143,694d1314_35f7_4d8f_abce_f085f13448b8,Mode_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,42d609f1_5baa_420b_98d7_541d2b9e50b2,Damper_Position_Command,145686,2021-01-01T00:08:04.797Z,2023-12-31T23:52:27.037Z,6.8640775366198535e-06,0.0026199294687184664,2.0,0.0,0.0,0.0,0.0,1.0
145,77a6ca4a_9592_4dff_89ff_f308108d7805,Air_Flow_Sensor,145691,2021-01-01T00:08:04.872Z,2023-12-31T23:52:27.049Z,207.19347797736305,60.74039206780492,2.0,0.0,225.0,225.0,225.0,225.0
146,bc04416e_4629_44ed_a480_2e3cdfb281ec,Damper_Position_Command,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,a9e0a90f_5327_45c2_96b2_b7a0cc290354,Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,6aa9501f_3ebb_472b_a381_f1f3e014f1b1,Damper_Position_Command,145698,2021-01-01T00:08:04.946Z,2023-12-31T23:52:27.061Z,6.863512196461173e-06,0.0026198215757302057,2.0,0.0,0.0,0.0,0.0,1.0
149,1a97a672_4f20_4d97_b75e_b7df8fb1acc8,Air_Flow_Sensor,145698,2021-01-01T00:08:05.021Z,2023-12-31T23:52:27.073Z,207.1943334843306,60.739058322947216,2.0,0.0,225.0,225.0,225.0,225.0
150,a1c6bbec_09ec_4e72_81e3_d38cc4241bff,Damper_Position_Command,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,8254cccd_00c8_4e56_91e8_9d7f10e624c4,Air_Flow_Sensor,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,168e2aa4_05dc_4a63_89ca_a956aca72a58,Emergency_Push_Button_Status,145690,2021-01-01T00:08:05.093Z,2023-12-31T23:52:27.084Z,6.863889079552474e-06,0.0026198935029079287,2.0,0.0,0.0,0.0,0.0,1.0
153,4251a565_640c_4af0_acb9_2da43840d782,Emergency_Push_Button_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,aeb95d04_395e_4924_be74_d02b5a30b56a,Operating_Mode_Status,146691,2021-01-01T00:08:05.164Z,2023-12-31T23:52:27.095Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,10d0d7e1_b71c_4311_a41b_32d98ba6396d,Mode_Status,145690,2021-01-01T00:08:05.237Z,2023-12-31T23:52:27.106Z,0.3871713913103164,0.48710338231339595,2.0,0.0,0.0,0.0,1.0,1.0
156,b8552fd0_91a3_4e5a_bed7_517e4294e3c6,Mode_Status,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,634b6300_380a_49c6_9aca_b624c980f496,Alarm,104840,2021-09-16T05:53:28.697Z,2023-12-31T23:52:27.118Z,1.9999046165585654,0.009765978877392018,2.0,1.0,2.0,2.0,2.0,2.0
158,d7401092_1376_41de_bccc_2287491c1141,Parameter,74998,2021-09-16T05:53:28.768Z,2023-05-14T17:05:26.854Z,2.9996933251553375,0.023942735290053807,3.0,1.0,3.0,3.0,3.0,3.0
159,03e3f0a6_09d6_48ac_bf9f_30ff6aac698a,Parameter,146693,2021-01-01T00:08:05.487Z,2023-12-31T23:52:27.140Z,0.12109643950290744,23.08846334479406,3.0,-666.0,1.0,1.0,1.0,1.0
